# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

WHM Name,WH Name,WH ID,Address,District,State,Capacity(in MT),Registration Date,Registration Valid Upto,Contact No.,Status,Remarks
TYSPL.67-KALLAKUDI PACCS LTD,TY.SPL.67.KALLAKUDI PACCS LTD,7133010,"Kallakudi(PO),Lalgudi (tk),",Tiruchirappalli,Tamil Nadu,100,20-Aug-2025,19-Aug-2030,9865325057,Inactive,INSUFFICIENT INSURANCE
TYSPL121SIRUNILA PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,TYSPL 121 SIRUNILA PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD,6991658,"KAIKALATHUR,",Perambalur,Tamil Nadu,100,29-Apr-2025,28-Jul-2029,9443227237,Inactive,INSUFFICIENT INSURANCE
TYSPL61 VENGANUR PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,VENGANUR PACCS,6835029,"Attur main Road, Venganur post",Perambalur,Tamil Nadu,100,11-Jan-2024,10-Jan-2029,7305415824,Inactive,INSUFFICIENT INSURANCE
TYSPL64ANNAMANGALAMPRIMARY AGRICULTURAL COOPERATIVE SOCIETY LTD,ANNAMANGALAM PACCS,6952923,"Arasalur road, Annamangalam post",Perambalur,Tamil Nadu,100,30-Jun-2024,29-Mar-2029,9047057927,Inactive,INSUFFICIENT INSURANCE
TYSPL70 DEVAMANGALAM PACCS,TYSPL 70 DEVAMANGALAM PACCS,4560574,"Main road, devamangalam",Ariyalur,Tamil Nadu,100,21-Mar-2026,21-Mar-2031,9786106139,Inactive,INSUFFICIENT INSURANCE
UNIVERSAL WAREHOUSING AND LOGISTICS,UNIVERSAL WAREHOUSING AND LOGISTICS,7050933,"VILUPURAM GINGEE HIGH WAY ROAD, KUNDALAPULIYUR, VIKKRAVANDI TALUK",Viluppuram,Tamil Nadu,20000,26-Mar-2025,25-Mar-2030,9843266213,Inactive,INSUFFICIENT INSURANCE
V P Dhandapani,RIDF 1170 Naduppatti Paccs,9211033,"1170 Naduppatti Pacs Ltd, Naduppatti Post",Tiruppur,Tamil Nadu,100,29-May-2025,28-May-2030,9486608110,Inactive,INSUFFICIENT INSURANCE
Valathottam PACCS,Valathottam PACCS,6730352,"Valathothottam Village, Iyangarkulam post",Kancheepuram,Tamil Nadu,100,06-Jun-2023,05-Jun-2028,9444661620,Inactive,INSUFFICIENT INSURANCE
VALVANGI PACS,VALVANGIPACCS,4560738,"VALVANGI,",Virudhunagar,Tamil Nadu,100,21-Mar-2026,21-Mar-2031,7598715740,Inactive,INSUFFICIENT INSURANCE
Vanavasi primary agricultural coop society,VANAVASI PRIMARY AGRICULTURAL COOPSOCIETIES,7176845,"VANAVASI PO, VANAVASI",Salem,Tamil Nadu,100,03-Dec-2025,02-Dec-2030,9994006987,Inactive,INSUFFICIENT INSURANCE
VANJIPALAYAM PACS,K 2087 VANJIPALAYAM PACS,6679955,"3/373 VANJIPALAYAM, VANJIPALAYAM R S POST",Tiruppur,Tamil Nadu,100,06-Feb-2023,05-Feb-2028,9976825586,Inactive,INSUFFICIENT INSURANCE
VANJIPALAYAM PACS,K 2087 VANJIPALAYAM PACS,6696249,"3/373 VANJIPALAYAM, VANJIPALAYAM R S POST",Tiruppur,Tamil Nadu,100,16-Mar-2023,15-Mar-2028,9976825586,Inactive,INSUFFICIENT INSURANCE
Vasigoundanur Paccs,KK 80 VASIGOUDANOOR PACCS,6695431,"B.PALLIPATTI POST, PAPPIREDDIPATTY TALUK",Dharmapuri,Tamil Nadu,100,15-Mar-2023,14-Mar-2028,9486182953,Inactive,INSUFFICIENT INSURANCE
Vedal PACCS,Vedal PACCS,6698765,"Vedal Village & Post, Kanchipuram TK & DT",Kancheepuram,Tamil Nadu,100,23-Mar-2023,22-Mar-2028,9585076801,Inactive,INSUFFICIENT INSURANCE
VEDARANYAM PACCS LTD,10661 VEDARANYAM PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LIMITED,6552699,"RAILWAYSTATION ROAD, VEDARANYAM",Nagapattinam,Tamil Nadu,100,17-Feb-2022,16-Feb-2027,9578308171,Inactive,INSUFFICIENT INSURANCE
VEERAPPANAICKYANPATTI PACCS,S1032 VEERAPPANAICKENPATTY PACCS,6726848,"VEERAPPANAICKENPATTY POST, HARUR TALUK",Dharmapuri,Tamil Nadu,100,31-May-2023,30-May-2028,9047709412,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,"REGULATED MARKET, VELLORE",7103229,"OFFICER'S LINE, TOLLGATE, VELLORE",Vellore,Tamil Nadu,1000,11-Jun-2025,10-Jun-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,KALAVAI REGULATED MARKET,7112857,"KALAVAI,",Vellore,Tamil Nadu,2000,16-Jul-2025,15-Jul-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,"REGULATED MARKET, THIRUPATHUR",7019615,"7C CHARMEN ARUMUGAM STREET, THIRUPATHUR",Vellore,Tamil Nadu,2000,11-Feb-2025,10-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,VANIYAMBADI REGULATED MARKET,7013675,"JANATHPURAM VILLAGE, CHETTIYAPPANOOR POST, VANIYAMBADI",Vellore,Tamil Nadu,2000,30-Jan-2025,29-Jan-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,VANIYAMBADI REGULATED MARKET,7025554,"JANATHAPURAM VILLAGE, CHETTIYA[[ANUR POST, VANIYAMABDI",Vellore,Tamil Nadu,600,27-Feb-2025,26-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,GUDIYATHAM REGULATED MARKET,7067226,"GUDIYATHAM,",Vellore,Tamil Nadu,600,08-Apr-2025,07-Apr-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,GUDIYATHAM REGULATED MARKET,7019797,"KATPADI ROAD, GUDIYATHAM",Vellore,Tamil Nadu,1000,11-Feb-2025,10-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,THIRUPATHUR REGULATED MARKET,7025828,"7C CHAIRMAN ARUMUGAM STREET, THIRUPATHUR",Vellore,Tamil Nadu,1000,27-Feb-2025,26-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,KAVERIPAKKAM REGULATED MARKET,7180623,"KAVERIPAKKAM,",Vellore,Tamil Nadu,600,15-Dec-2025,14-Dec-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,GUDIYATHAM REGULATED MARKET,7116999,"GUDIYATHAM,",Vellore,Tamil Nadu,1000,22-Jul-2025,21-Jul-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,kALAVAI REGULATED MARKET,7026909,"KALAVAI,",Vellore,Tamil Nadu,500,27-Feb-2025,26-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,kalavai Regulated Market,7038961,"KALAVAI,",Vellore,Tamil Nadu,2000,13-Mar-2025,12-Mar-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,VELLORE REGULATED MARKET,7026271,"OFFICERS LINE, TOLLGATE, VELLORE,",Vellore,Tamil Nadu,600,27-Feb-2025,26-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
VELLORE MARKET COMMITTEE,VELLORE REGULATED MARKET,7026453,"OFFICERS LINE, TOLLGATE, VELLORE,",Vellore,Tamil Nadu,600,27-Feb-2025,26-Feb-2030,9442127206,Inactive,INSUFFICIENT INSURANCE
Venkatachalam Ramasamy,THE ORANGE WAREHOUSE,7179005,"SF 42/1B NEAR ESWARAN KOVIL, NH 47, BHAVANI MAIN ROAD, NASIYANUR",Erode,Tamil Nadu,8000,09-Dec-2025,08-Dec-2030,9894757777,Active,
Venkatasamuthiram Paccs,8819 VENKATASAMUTHIRAM PACCS,6693816,"VENKATASAMUDIRAM POST, PAPPIREDDIPATTY TALUK",Dharmapuri,Tamil Nadu,100,07-Mar-2023,06-Mar-2028,9750059733,Inactive,INSUFFICIENT INSURANCE
VILLUPURAM MARKET COMMITTEE,Thiyagadurgam,6654487,"Regulated Market, Thirukoilur Main Road",Viluppuram,Tamil Nadu,1000,29-Nov-2022,28-May-2027,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,Vikkiravandi,6654396,"Regulated Market, chennai Main Road",Viluppuram,Tamil Nadu,1000,29-Nov-2022,28-May-2027,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,MARAKKANAM,6654842,"Regulated Market, KakKa-Pallam Road",Viluppuram,Tamil Nadu,1000,30-Nov-2022,29-May-2027,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,Villupuram Regulated Market,7059660,"No 14 Nehruji Road, Villupuram",Viluppuram,Tamil Nadu,700,28-Mar-2025,27-Mar-2030,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,Villupuram Regulated Market,6988471,"No 14 Nehruji Road, Villupuram",Viluppuram,Tamil Nadu,1000,21-Oct-2024,20-Oct-2029,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,SANKARAPURAM,6663579,"Regulated Market, Kallakurichi main Road",Viluppuram,Tamil Nadu,2000,19-Dec-2022,18-Dec-2027,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,ULUNDURPET,6985774,"Regulatd Market, CHENNAI MAIN ROAD",Viluppuram,Tamil Nadu,2000,12-Oct-2024,11-Oct-2029,9629169533,Active,
VILLUPURAM MARKET COMMITTEE,Ulundurpet,6654750,"Regulated Market, Chennai Main Road",Viluppuram,Tamil Nadu,1000,30-Nov-2022,29-May-2027,9629169533,Active,
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",SATTUR REGULATED MARKET,6637656,"183 BYEPASS ROAD, SATTUR",Virudhunagar,Tamil Nadu,2000,29-Sep-2022,28-Sep-2027,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",ARUPPUKOTTAI REGULATED MARKET,6640627,"16/1/61 PANTHALKUDI ROAD, RAMASAMYPURAM,ARUPPUKOTTAI",Virudhunagar,Tamil Nadu,3000,12-Oct-2022,11-Oct-2027,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",RAJAPALAYAM REGULATED MARKET,6953285,"20A,PUGAZHENDHI ROAD,",Virudhunagar,Tamil Nadu,600,01-Jul-2024,30-Jun-2029,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",Rajapalayam Regulated Market,6953558,"20A,PUGAZHENDHI ROAD,",Virudhunagar,Tamil Nadu,600,01-Jul-2024,30-Jun-2029,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","REGULATED MARKET,VIRUDHUNAGAR",6792360,"105 A, Madurai Road",Virudhunagar,Tamil Nadu,100,18-Oct-2023,17-Oct-2028,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR","Regulated Market,Virudhunagar",6953913,"105A,Madurai Road,",Virudhunagar,Tamil Nadu,1000,02-Jul-2024,01-Jul-2029,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",RAJAPALAYAM REGULATED MARKET,6638647,"112A,PUGAZHENDHI ROAD, RAJAPALAYAM",Virudhunagar,Tamil Nadu,4000,03-Oct-2022,02-Oct-2027,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",RAJAPALAYAM REGULATED MARKET,7026545,"20A,PUGAZHENDHI ROAD,",Virudhunagar,Tamil Nadu,1000,27-Feb-2025,26-Feb-2030,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",Regulated Market Virudhunagar,6637565,"105A, Madurai Road",Virudhunagar,Tamil Nadu,2000,28-Sep-2022,27-Sep-2027,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",ARUPPUKOTTAI REGULATED MARKET,7066509,"16/1/61A,Panthalkudi Road, Ramasamypuram",Virudhunagar,Tamil Nadu,600,07-Apr-2025,06-Apr-2030,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",SATTUR REGULATED MARKET,6953376,"183,BYPASS ROAD,",Virudhunagar,Tamil Nadu,1000,01-Jul-2024,30-Jun-2029,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",SATTUR REGULATED MARKET,7024748,"183,Bypass Road,",Virudhunagar,Tamil Nadu,600,21-Feb-2025,20-Feb-2030,9443425087,Inactive,INSUFFICIENT INSURANCE
"VIRUDHUNAGAR MARKET COMMITTEE,VIRUDHUNAGAR",ARUPPUKOTTAI REGULATED MARKET,6950851,"16/1/61A,Panthalkudi Road, RAMASAMYPURAM,ARUPPUKOTTAI",Virudhunagar,Tamil Nadu,1000,26-Jun-2024,25-Jun-2029,9443425087,Inactive,INSUFFICIENT INSURANCE
VIZHUKKAM PACS,CLSPL 89 VIZHUKKAM PACCS,7127798,"VIZHUKKAM PACCS, TINDIVANAM TALUK, VILLUPURAM, VIZHUKKAM PACCS, TINDIVANAM TALUK, VILLUPURAM",Viluppuram,Tamil Nadu,100,12-Aug-2025,11-Aug-2030,9943936480,Inactive,INSUFFICIENT INSURANCE
West Neelambur,CP101 WESTNEELAMBUR PACCS,6691653,"SK PUTHUR PO,",Tiruppur,Tamil Nadu,100,03-Mar-2023,02-Mar-2028,9750440712,Inactive,INSUFFICIENT INSURANCE
Y K 53 KODANTHUR CO OPERATIVE CREDIT SOCIETY,YK 53 Kodanthur PACCS,4573156,"Kodanthur,",Karur,Tamil Nadu,100,30-Jun-2026,30-Jun-2031,9942284231,Active,
Y.M-33 M.KARUPPAMPATTI PACCS LTD,YM.33-M.KARUPPAMPATTI PACCS LTD,7155518,"M.Karuppampatti village, Musiri taluk",Tiruchirappalli,Tamil Nadu,100,26-Sep-2025,25-Sep-2030,9626897363,Inactive,INSUFFICIENT INSURANCE
Y111-Moonchiravilai PACCS,Y111-MOONCHIRAVILAI PACCS,4560056,"MOONCHIRAVILAI VILLAGE,",Kanniyakumari,Tamil Nadu,100,19-Mar-2026,19-Mar-2031,9444749464,Active,
y220 Maravankudiyiruppu Paccs,Y220MARAVANKUDIYIRUPPU PRIMARY AGRICULTURE COOPERATIVE CREDIT SOCIETY,4560556,"St Marys Street Maravankudieruppu, St Marys Street Maravankudieruppu",Kanniyakumari,Tamil Nadu,100,21-Mar-2026,21-Mar-2031,9944118002,Inactive,INSUFFICIENT INSURANCE
YM16 METTUPALAYAM PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD,YM.16-METTUPALAYAM PACCS LTD,7180086,"Mettupalayam.,",Tiruchirappalli,Tamil Nadu,100,15-Dec-2025,14-Dec-2030,9442667150,Inactive,INSUFFICIENT INSURANCE
YM75THUMBALAM PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD,YM.75-THUMBALAM PACCS LTD,7143902,"T PET Main road, Thumbalam",Tiruchirappalli,Tamil Nadu,100,03-Sep-2025,02-Sep-2030,9787688101,Inactive,INSUFFICIENT INSURANCE
Z 272 KATHARIPULAM PRIMARY AGRICULATURAL COOPERATIVE SOCIETY LTD,Z272 KATHARIPULAM PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD,6548374,"SOUTH STREET, KATHARIPULAM POST",Nagapattinam,Tamil Nadu,100,05-Jan-2022,04-Jan-2027,9751743743,Inactive,INSUFFICIENT INSURANCE
Z 83 PERUNTHOTTAM PACCS,Z83 PERUNTHOTTAM PACCS,6664023,"MAINROAD, PERNTHOTTAM",Nagapattinam,Tamil Nadu,100,20-Dec-2022,19-Dec-2027,9003566478,Inactive,INSUFFICIENT INSURANCE
"Z.828 ARUNDHAVAPURAM PACCS LTD.,",Z 828 ARUNTHAVAPURAM PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,6774095,"ARUNTHAVAPURAM, NADUPATTY ROAD",Thanjavur,Tamil Nadu,100,22-Aug-2023,21-Aug-2028,9443973707,Inactive,INSUFFICIENT INSURANCE
"Z.828 ARUNDHAVAPURAM PACCS LTD.,",Z828 ARUNTHAVAPURAM PACCS,6770853,"NADUPATTI SALAI ARUNTHAVPURAM,",Thanjavur,Tamil Nadu,100,09-Aug-2023,08-Aug-2028,9443973707,Inactive,INSUFFICIENT INSURANCE
Z147 KEELAIYUR PACCS LTD,Z147 KEELAIUYR PACCS,6569438,"AGRAHARAM STREET, KEELAIYUR",Nagapattinam,Tamil Nadu,100,13-Apr-2022,12-Apr-2027,9786424772,Inactive,INSUFFICIENT INSURANCE
Z262 MARUTHUR NORTH PACCS LIMITED,Z262 MARUTHUR NORTH PRIMERY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LIMITED,6696512,"RAJAPURAM,",Nagapattinam,Tamil Nadu,100,16-Mar-2023,15-Mar-2028,9597480701,Inactive,INSUFFICIENT INSURANCE
Z307 DARASURAM PACCS,Z307 DARASURAM PACCS,6829170,"103 VALLAIYAPATTAI,",Thanjavur,Tamil Nadu,100,27-Dec-2023,26-Dec-2028,9976788067,Inactive,INSUFFICIENT INSURANCE
Z573 SEMMANGUDI PACCS,Z573SEMMANGUDI PACCS,6700744,"PILLAIYAR KOVIL STREET, SEMMANGUDI",Nagapattinam,Tamil Nadu,100,31-Mar-2023,30-Mar-2028,8508674336,Inactive,INSUFFICIENT INSURANCE
Z800 ARALUR PRIMARY AGRICULURAL CO-OPERATIVE CREDIT SOCEITY,800ARALUR PACCS,6817654,"MAIN ROAD, SERUKADAMBUR",Thanjavur,Tamil Nadu,100,15-Dec-2023,14-Jun-2028,9443078408,Inactive,INSUFFICIENT INSURANCE
ZA 110 AIMAZHAI PRIMARY AGRICULTURAL  COOPERATIVE CREDIT SOCIETY LTD,ZA110AIMAZHAI PRIMARY AGRICLTURAL COOPERATIVE CREDIT SOCIETY LTD,6674642,"AIMAZHAI,KURICHI, NAGAPATTTINAM TALUK",Nagapattinam,Tamil Nadu,100,17-Jan-2023,16-Jul-2027,9150077324,Inactive,INSUFFICIENT INSURANCE
ZA 113 KILVELUR PACCS LTD,ZA 113 KILVELUR PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,6598148,"SOUTH STREET, KILVELUR POST",Nagapattinam,Tamil Nadu,100,29-Jun-2022,28-Jun-2027,9751743743,Inactive,INSUFFICIENT INSURANCE
ZA 75 VELANGANNI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,ZA 75 VELANGANNI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,6651871,"MAIN ROAD, VELANGANNI POST, KILVELUR TALUK",Nagapattinam,Tamil Nadu,100,17-Nov-2022,16-Nov-2027,9003328106,Inactive,INSUFFICIENT INSURANCE
ZA104 PUTHAGARAM PRIMARY AGRICULTURE  COOPERATIVE CREDIT SOCIETY LTD,RIDF,6574206,"Mathirimangalam, Enangudi post",Nagapattinam,Tamil Nadu,100,10-May-2022,09-May-2027,9791436284,Inactive,INSUFFICIENT INSURANCE
ZA81 KUTHUR PACCS LTD,ZA 81 KUTHUR PACCS LTD,6692461,"PONGA NAGAR, KUTHUR",Nagapattinam,Tamil Nadu,100,07-Mar-2023,06-Mar-2028,9751743743,Inactive,INSUFFICIENT INSURANCE
Zb 67 Nidur paccs,ZB67 NIDUR,6551527,"P M NAGAR NIDUR, NIDUR",Nagapattinam,Tamil Nadu,100,31-Jan-2022,30-Jan-2027,9443810875,Inactive,INSUFFICIENT INSURANCE
ZB 73 MALLIYAKOLLAI PACCS,ZB 73 MALLIYAKOLLAI,6549729,"MAIN ROAD, VILLIYANALLUR",Nagapattinam,Tamil Nadu,100,12-Jan-2022,11-Jan-2027,9486430505,Inactive,INSUFFICIENT INSURANCE
ZB 93 AGARAELATHUR PACCS,ZB93 Agaraelathur,6562953,"mariyamman kovil street agaraelathur,",Nagapattinam,Tamil Nadu,100,22-Mar-2022,21-Mar-2027,8838245186,Inactive,INSUFFICIENT INSURANCE
ZB5 KONERIRAJAPURAM PACCS,ZB 5 KONERIRAJAPURAM PACCS,6551345,"NEW STREET, KONERIRAJAPURAM, NEW STREET KONERIRAJAPURAM",Nagapattinam,Tamil Nadu,100,31-Jan-2022,30-Jan-2027,9486968740,Inactive,INSUFFICIENT INSURANCE
zb57thiruvalangadupaccs,ZB57Thiruvalagadupaccs,6673297,"Thiruvalagadu,",Nagapattinam,Tamil Nadu,100,16-Jan-2023,15-Jan-2028,9486601536,Inactive,INSUFFICIENT INSURANCE
zb58kiliyanur paccs,ZB58 KILIYANUR PACCS,6570691,"kILIYANUR,",Nagapattinam,Tamil Nadu,100,26-Apr-2022,25-Apr-2027,9787621355,Inactive,INSUFFICIENT INSURANCE
ZB64MANNAMPANDAL PACCS,ZB64 mannampandhal paccs,6680409,"housing board, moongilthottam",Nagapattinam,Tamil Nadu,100,06-Feb-2023,05-Feb-2028,8778826204,Inactive,INSUFFICIENT INSURANCE
ZB74 MUDHALAIMEDU PACCS,ZB74MUTHALAIMEDU PACCS,6681217,"MAIN ROAD, MUTHALAIMEDU",Nagapattinam,Tamil Nadu,100,09-Feb-2023,08-Feb-2028,9047883727,Inactive,INSUFFICIENT INSURANCE
ZB80 PALAYAGUDALUR PACCS LTD,ZB80 palayagudalore paccs,6569073,"Palayagudalore,",Nagapattinam,Tamil Nadu,100,13-Apr-2022,12-Apr-2027,9585646402,Inactive,INSUFFICIENT INSURANCE
ZB85 THIRUKKALACHERY PACCS,ZB THIRUKKALACHERY PACCS,6570600,"PALOOR ROAD, THIRUKKALACHERY",Nagapattinam,Tamil Nadu,100,26-Apr-2022,25-Apr-2027,6383259412,Inactive,INSUFFICIENT INSURANCE
ZB88PMAPPADUGAI PACCS,ZB88P.MAPPADUGAI PACCS,6678874,"AYYANAR KOVIL STREET, P MAPPADUGAI",Nagapattinam,Tamil Nadu,100,31-Jan-2023,30-Jan-2028,9626557266,Inactive,INSUFFICIENT INSURANCE
ZB98 MOOVALUR PACCS,ZB98 MOOVALUR PACCS,6560346,"PALLIVASAL STREET, MALLIYAM",Nagapattinam,Tamil Nadu,100,03-Mar-2022,02-Mar-2027,9486047089,Inactive,INSUFFICIENT INSURANCE
ZC 53 KOVILPATHU PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,ZC 53 KOVILPATHUPRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,6569255,"KOVILPATHU POST, VEDARANIYAM TALUK",Nagapattinam,Tamil Nadu,100,13-Apr-2022,12-Apr-2027,7603961804,Inactive,INSUFFICIENT INSURANCE
ZC 6 NEIVILAKKU PACCS LTD,ZC 6 NEIVILAKKU PACCS LTD,6687693,"MAIN ROAD, NEIVILAKKU",Nagapattinam,Tamil Nadu,100,21-Feb-2023,20-Feb-2028,9751328699,Inactive,INSUFFICIENT INSURANCE
ZC3 THETHAKUDI SOUTH PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD,ZC3 THETHAKUDISOUTH PACCS LTD,6693451,"KEELA VELI, THETHAKUDI SOUTH",Nagapattinam,Tamil Nadu,100,07-Mar-2023,06-Jun-2027,7598291102,Inactive,INSUFFICIENT INSURANCE
A S Enterprises,A S Enterprises,6541627,"Murba No. 48, 12 O Padampur Road, Srikaranpur city",Ganganagar,Rajasthan,8275,17-Nov-2021,16-Nov-2026,9414365974,Inactive,INSUFFICIENT INSURANCE
AARTI JAIN,Lavi Agro warehouse,7083876,"Hamidpura Road, Opposite Filter Plant, Niwai",Tonk,Rajasthan,4166,02-May-2025,01-May-2030,9252339807,Inactive,INSUFFICIENT INSURANCE
Abhas Hissaria,Shri Annapurna Warehouse,6740070,"Chak 13HMH Hanumangarh Town,",Hanumangarh,Rajasthan,7000,19-Jun-2023,18-Jun-2028,7028459732,Inactive,INSUFFICIENT INSURANCE
Abhinandan Agro Warehouse,Abhinandan Agro Warehouse,6699664,"Killa No. 19, 20, 21/1 & 22/1 Sq. No. 14, Chak Patikhiya 1st, Patwar Halka Bakhtawali (19 ML) Village Netewala",Ganganagar,Rajasthan,7655,27-Mar-2023,26-Sep-2027,9680990606,Inactive,INSUFFICIENT INSURANCE
ABP AGRIWAREHOUSING COMPANY,ABP AGRIWAREHOUSING COMPANY,6533616,"Chack 7 HMH Near Nandram Ki Dhani, Tibbi Road, Hanumangarh Town,",Hanumangarh,Rajasthan,9000,20-Sep-2021,19-Sep-2026,9414332625,Inactive,INSUFFICIENT INSURANCE
ACHALA MUTHA,PUSHPRAJ MUTHA AGRI WAREHOUSE,6968226,"K.N. 102-103-104,JAJIWAL BARHMANA, NEAR AHGANWA KRISHI MANDI",Jodhpur,Rajasthan,9200,19-Aug-2024,18-Aug-2029,7014328464,Inactive,INSUFFICIENT INSURANCE
ACME Stones Private Limited,ACME Warehouse,4571856,"Plot no 73,74,75, Ratan Industrial area ,churli ,Kishangarh",Ajmer,Rajasthan,3490,17-Jun-2026,17-Jun-2031,9314501433,Active,
AGGARWAL FOODS,AGGARWAL FOODS,6533251,"17 PBN Ahamadpura Pilibanga,",Hanumangarh,Rajasthan,10000,11-May-2026,11-May-2031,7617300000,Active,
AKHTAR ALI,AMAN FRUIT COMPANY WAREHOUSE,4561374,"KHASRA NO. 63 & 122, INDORE UJJAIN NATIONAL HIGHWAY NO. 12,,",Jhalawar,Rajasthan,6326,26-Mar-2026,26-Mar-2031,8344981111,Active,
AKSHAY AGARWAL,AKSHAY WAREHOUSE,7154529,"ARAJI NO.751/19, 738/20, 739/20, JORAWARPURA, TEHSIL BANERA",Bhilwara,Rajasthan,5336,24-Sep-2025,23-Sep-2030,9929414444,Inactive,INSUFFICIENT INSURANCE
ALPNA GUPTA,Manoj Kumar and Sons,6546121,"Kila No. 1 to 4 , SQ No. 42  Chak 17 ML, Agra Food Park Road, Udyog Vihar",Ganganagar,Rajasthan,7000,16-Dec-2021,15-Dec-2026,8107560009,Inactive,INSUFFICIENT INSURANCE
Amar Singh,Saharan Warehouse,6647820,"Stone No. 41/275, Killa No. 16 to 20 Chak 5 DBN, Teshil Suratgarh",Ganganagar,Rajasthan,6284,31-Oct-2022,30-Apr-2027,9983838677,Inactive,INSUFFICIENT INSURANCE
Amara Gehlot,M/s Prameshwar Warehouse,6663660,"Khasra No. 889/1, By Pass Road, Village Mathania, Tehsil Tinwari,",Jodhpur,Rajasthan,3380,19-Dec-2022,18-Dec-2027,9928783875,Active,
AMIT KOCHAR,Amit Kochar,7037971,"Chak No.2 GD 65/25, Killa No 2,9,12, Bikaner Road, Gharsana,",Ganganagar,Rajasthan,2451,12-Mar-2025,11-Mar-2030,9460313570,Inactive,INSUFFICIENT INSURANCE
